dx,dy,dz,eye
0.824417,-0.107906,0.555601,right
0.861134,-0.129754,0.491540,right
0.896755,-0.065138,0.437707,right
0.915298,-0.003685,0.402760,right
0.926031,-0.101491,0.363547,right
0.944581,-0.022261,0.327523,right
0.951896,-0.103727,0.288330,right
0.967985,-0.036753,0.248304,right
0.970801,-0.113181,0.211506,right
0.985050,-0.040234,0.167505,right
0.985737,-0.114873,0.122992,right
0.994398,-0.030401,0.101233,right
0.991287,-0.122683,0.047950,right
0.998551,-0.049289,0.021597,right
0.994168,-0.102794,-0.032602,right
0.998374,-0.038678,-0.041868,right
0.990295,-0.098497,-0.098052,right
0.992943,-0.031745,-0.114267,right
0.982384,-0.088280,-0.164707,right
0.973579,-0.044005,-0.224070,right
0.957816,-0.007748,-0.287277,right
0.949805,-0.112520,-0.291907,right
0.960341,-0.153908,-0.232503,right
0.901179,-0.121434,-0.416088,right
0.843584,-0.038956,-0.535582,right
0.827935,-0.131122,-0.545280,right
0.794292,-0.071181,-0.603352,right
0.872968,-0.085446,-0.480235,right
0.724225,-0.124168,-0.678292,right
0.652941,-0.139492,-0.744453,right
0.702709,-0.208786,-0.680153,right
0.773142,-0.164975,-0.612400,right
0.801429,-0.224665,-0.554290,right
0.824736,-0.278350,-0.492272,right
0.858483,-0.169672,-0.483961,right
0.877521,-0.228112,-0.421809,right
0.915142,-0.185608,-0.357862,right
0.891473,-0.289365,-0.348632,right
0.936321,-0.210147,-0.281319,right
0.913229,-0.299963,-0.275746,right
0.947232,-0.239061,-0.213546,right
0.934800,-0.330669,-0.129639,right
0.962001,-0.228649,-0.149247,right
0.973076,-0.172173,-0.153229,right
0.982747,-0.165640,-0.082295,right
0.962351,-0.261892,-0.072750,right
0.935041,-0.350573,-0.052878,right
0.907521,-0.408688,-0.096848,right
0.862646,-0.479198,-0.161896,right
0.900077,-0.395130,-0.183665,right
0.894113,-0.364368,-0.260382,right
0.851198,-0.461886,-0.249245,right
0.837134,-0.435452,-0.331040,right
0.862478,-0.368237,-0.347178,right
0.845433,-0.333370,-0.417262,right
0.817416,-0.403868,-0.410756,right
0.779275,-0.389117,-0.491241,right
0.763249,-0.336313,-0.551674,right
0.702770,-0.370220,-0.607495,right
0.739660,-0.274375,-0.614509,right
0.668406,-0.300872,-0.680228,right
0.608863,-0.236169,-0.757305,right
0.505669,-0.258213,-0.823180,right
0.457757,-0.339362,-0.821761,right
0.561914,-0.327872,-0.759442,right
0.619864,-0.397609,-0.676518,right
0.658942,-0.452400,-0.600941,right
0.691618,-0.493965,-0.526937,right
0.730709,-0.427266,-0.532455,right
0.750135,-0.462570,-0.472574,right
0.710348,-0.540579,-0.450756,right
0.738875,-0.558675,-0.376757,right
0.778270,-0.490544,-0.391999,right
0.794862,-0.522320,-0.308831,right
0.752132,-0.592857,-0.287781,right
0.808106,-0.542222,-0.230132,right
0.815268,-0.561402,-0.142009,right
0.858987,-0.506371,-0.075698,right
0.820784,-0.569187,-0.048374,right
0.757384,-0.642589,-0.115968,right
0.692207,-0.718405,-0.068869,right
0.697616,-0.696767,-0.166875,right
0.686030,-0.676131,-0.268719,right
0.622323,-0.718547,-0.310489,right
0.679294,-0.644803,-0.350414,right
0.607620,-0.682242,-0.406626,right
0.651612,-0.617628,-0.440383,right
0.580506,-0.653758,-0.485401,right
0.645721,-0.570548,-0.507463,right
0.564491,-0.599703,-0.567192,right
0.617521,-0.525989,-0.584811,right
0.569989,-0.490281,-0.659346,right
0.519423,-0.557733,-0.647405,right
0.469444,-0.503790,-0.725133,right
0.504495,-0.429681,-0.748905,right
0.402356,-0.433271,-0.806465,right
0.360967,-0.329646,-0.872374,right
0.312804,-0.417941,-0.852924,right
0.362935,-0.500488,-0.785996,right
0.428996,-0.574868,-0.696770,right
0.459124,-0.630118,-0.626224,right
0.490889,-0.682133,-0.541962,right
0.518313,-0.716269,-0.467237,right
0.530412,-0.761729,-0.372065,right
0.556034,-0.781166,-0.283911,right
0.545570,-0.817660,-0.183809,right
0.624058,-0.768511,-0.141216,right
0.550317,-0.827842,-0.108759,right
0.640018,-0.767413,-0.038137,right
0.490275,-0.869660,-0.057637,right
0.385356,-0.915480,-0.115745,right
0.469642,-0.870136,-0.149330,right
0.464880,-0.851173,-0.243702,right
0.379059,-0.901662,-0.208134,right
0.375677,-0.875993,-0.302496,right
0.452476,-0.821911,-0.346016,right
0.351635,-0.849925,-0.392403,right
0.444736,-0.784099,-0.432896,right
0.345812,-0.810483,-0.472790,right
0.316522,-0.759374,-0.568475,right
0.394562,-0.696102,-0.599802,right
0.274005,-0.717281,-0.640648,right
0.364475,-0.638430,-0.677913,right
0.248037,-0.640103,-0.727149,right
0.300821,-0.574931,-0.760895,right
0.253628,-0.486186,-0.836239,right
0.198597,-0.407906,-0.891163,right
0.143244,-0.467884,-0.872104,right
0.187707,-0.567042,-0.802016,right
0.154591,-0.696739,-0.700469,right
0.194221,-0.771930,-0.605311,right
0.235151,-0.822397,-0.518042,right
0.244571,-0.868609,-0.430933,right
0.169416,-0.897984,-0.406108,right
0.174468,-0.934542,-0.310147,right
0.262787,-0.900354,-0.346852,right
0.287372,-0.923731,-0.253254,right
0.194538,-0.956421,-0.217747,right
0.286508,-0.941992,-0.174827,right
0.192453,-0.972147,-0.133762,right
0.290014,-0.953511,-0.081905,right
0.324462,-0.467207,0.822461,right
0.981302,-0.192050,-0.012765,right
0.961432,-0.274597,0.015626,right
0.903721,-0.427901,-0.013729,right
0.862449,-0.505807,0.018460,right
0.748664,-0.662757,-0.015987,right
0.702978,-0.710903,0.020975,right
0.554440,-0.832224,0.000419,right
0.403503,-0.914749,-0.020504,right
0.198443,-0.979079,-0.045002,right
0.101610,-0.990247,-0.095321,right
0.101036,-0.979005,-0.177031,right
0.082867,-0.958827,-0.271633,right
0.058338,-0.927003,-0.370490,right
0.055370,-0.897531,-0.437460,right
0.152535,-0.867521,-0.473434,right
0.020415,-0.021460,-0.999561,right
-0.008416,-0.059602,-0.998187,right
0.053039,-0.106949,-0.992849,right
0.168475,-0.115465,-0.978920,right
0.105882,-0.193265,-0.975417,right
0.000765,-0.176343,-0.984329,right
0.052653,-0.269685,-0.961508,right
0.142758,-0.295251,-0.944694,right
0.198178,-0.225005,-0.953991,right
0.253196,-0.140877,-0.957103,right
0.351944,-0.151210,-0.923727,right
0.297499,-0.233073,-0.925836,right
0.251255,-0.324444,-0.911925,right
0.413105,-0.246180,-0.876778,right
0.467505,-0.155643,-0.870181,right
0.557136,-0.161346,-0.814596,right
0.314687,-0.948986,0.019938,right
0.385954,-0.919114,0.079181,right
0.472230,-0.880626,0.038690,right
0.455994,-0.880517,0.129457,right
0.548154,-0.831023,0.094485,right
0.626978,-0.777097,0.054941,right
0.623238,-0.766497,0.155105,right
0.687903,-0.715135,0.123985,right
0.751735,-0.653919,0.085346,right
0.801981,-0.595076,0.052063,right
0.807240,-0.573173,0.140842,right
0.851868,-0.512763,0.106748,right
0.884548,-0.438673,0.158561,right
0.896065,-0.437256,0.076644,right
0.932177,-0.359821,0.039696,right
0.922446,-0.366241,0.122316,right
0.954801,-0.283119,0.090543,right
0.977502,-0.202222,0.059965,right
0.966199,-0.201053,0.161359,right
0.941425,-0.282976,0.183423,right
0.923104,-0.260971,0.282442,right
0.953271,-0.184982,0.238866,right
0.928526,-0.166723,0.331726,right
0.906211,-0.359551,0.222495,right
0.888747,-0.336807,0.310951,right
0.871647,-0.417691,0.256448,right
0.835833,-0.512062,0.197929,right
0.819841,-0.487770,0.299902,right
0.788206,-0.567679,0.237638,right
0.733093,-0.619044,0.281708,right
0.743539,-0.642116,0.186645,right
0.684821,-0.700145,0.202033,right
0.648068,-0.688382,0.325788,right
0.600681,-0.753983,0.265880,right
0.535540,-0.820333,0.200625,right
0.508677,-0.802978,0.310603,right
0.430411,-0.867971,0.247737,right
0.362238,-0.916163,0.171549,right
0.344927,-0.893659,0.287052,right
0.269714,-0.939666,0.210434,right
0.230034,-0.915527,0.329992,right
0.160566,-0.954199,0.252436,right
0.060241,-0.978433,0.197587,right
0.046024,-0.954016,0.296202,right
-0.058888,-0.970415,0.234150,right
-0.094662,-0.937864,0.333841,right
-0.172128,-0.945012,0.278072,right
-0.264837,-0.936435,0.230112,right
-0.284229,-0.909732,0.302657,right
-0.300522,-0.867764,0.395819,right
-0.201186,-0.902729,0.380268,right
-0.222022,-0.857511,0.464092,right
-0.111935,-0.891057,0.439874,right
-0.001111,-0.914039,0.405625,right
0.099165,-0.876029,0.471952,right
0.118113,-0.921206,0.370713,right
0.209190,-0.876643,0.433286,right
0.316987,-0.863741,0.391753,right
0.275992,-0.826326,0.490932,right
0.398743,-0.797783,0.452268,right
0.421874,-0.830920,0.362761,right
0.489241,-0.777531,0.395081,right
0.560727,-0.742577,0.366285,right
0.549751,-0.699361,0.456802,right
0.622799,-0.659823,0.420423,right
0.696485,-0.611834,0.374924,right
0.664006,-0.567946,0.486347,right
0.734749,-0.524063,0.430699,right
0.791927,-0.464606,0.396223,right
0.760557,-0.424758,0.491054,right
0.846214,-0.399875,0.352166,right
0.819080,-0.354987,0.450657,right
0.865369,-0.298277,0.402701,right
0.828602,-0.286366,0.481054,right
0.866005,-0.226288,0.445903,right
0.903376,-0.234021,0.359370,right
0.905717,-0.155584,0.394297,right
0.056892,-0.823029,0.565143,right
0.121909,-0.772497,0.623207,right
0.167681,-0.830804,0.530705,right
0.231609,-0.774775,0.588287,right
0.352530,-0.760236,0.545677,right
0.456640,-0.734041,0.502656,right
0.402503,-0.682801,0.609733,right
0.498717,-0.657366,0.564936,right
0.589265,-0.618976,0.519265,right
0.540734,-0.572601,0.616227,right
0.621134,-0.536594,0.571191,right
0.689767,-0.484620,0.537926,right
0.644539,-0.454482,0.614829,right
0.694504,-0.420949,0.583494,right
0.766899,-0.356758,0.533469,right
0.715568,-0.319181,0.621358,right
0.773427,-0.252363,0.581484,right
0.827330,-0.192022,0.527875,right
0.775500,-0.164627,0.609506,right
0.716086,-0.149525,0.681808,right
0.719804,-0.229656,0.655088,right
0.671254,-0.187548,0.717108,right
0.609406,-0.236653,0.756717,right
0.667249,-0.274232,0.692514,right
0.654911,-0.354818,0.667230,right
0.605280,-0.306546,0.734620,right
0.589322,-0.397587,0.703295,right
0.516057,-0.423087,0.744770,right
0.569666,-0.488314,0.661083,right
0.474360,-0.522125,0.708779,right
0.452043,-0.602286,0.657958,right
0.372929,-0.550460,0.746938,right
0.341055,-0.626654,0.700704,right
0.288116,-0.700674,0.652721,right
0.230460,-0.631751,0.740121,right
0.190401,-0.704336,0.683856,right
0.067036,-0.707551,0.703475,right
0.021825,-0.756954,0.653104,right
-0.017506,-0.685170,0.728172,right
-0.064578,-0.734850,0.675149,right
-0.112730,-0.655713,0.746547,right
-0.185624,-0.692396,0.697232,right
-0.066375,-0.609107,0.790305,right
-0.184442,-0.566620,0.803071,right
-0.135417,-0.512116,0.848174,right
0.000536,-0.547442,0.836844,right
0.031241,-0.632974,0.773543,right
0.092261,-0.553592,0.827662,right
0.186343,-0.555893,0.810098,right
0.278837,-0.559443,0.780560,right
0.223492,-0.483741,0.846195,right
0.334143,-0.396999,0.854834,right
0.410810,-0.456131,0.789418,right
0.438915,-0.367184,0.820079,right
0.531165,-0.349870,0.771657,right
0.455766,-0.290246,0.841448,right
0.536576,-0.268462,0.800009,right
0.464636,-0.209673,0.860320,right
0.545748,-0.181465,0.818064,right
0.609600,-0.143628,0.779589,right
0.469710,-0.106881,0.876327,right
0.400409,-0.133535,0.906555,right
0.378259,-0.213756,0.900682,right
0.292386,-0.222421,0.930075,right
0.368413,-0.305854,0.877910,right
0.272916,-0.301665,0.913518,right
0.252213,-0.400036,0.881113,right
0.183517,-0.299375,0.936320,right
0.166584,-0.390908,0.905230,right
0.132877,-0.472377,0.871323,right
0.084369,-0.389306,0.917236,right
0.042226,-0.480366,0.876051,right
-0.027613,-0.395932,0.917865,right
-0.072297,-0.466449,0.881589,right
-0.109448,-0.388578,0.914893,right
-0.158593,-0.445940,0.880901,right
-0.198624,-0.348872,0.915880,right
-0.251584,-0.401936,0.880428,right
-0.291539,-0.287614,0.912296,right
-0.343374,-0.334636,0.877561,right
-0.239158,-0.214628,0.946963,right
-0.152769,-0.282976,0.946882,right
-0.119386,-0.190425,0.974415,right
-0.077649,-0.293391,0.952834,right
-0.061195,-0.208371,0.976134,right
-0.003050,-0.304730,0.952434,right
0.036363,-0.217541,0.975373,right
0.099729,-0.298076,0.949318,right
0.125154,-0.223130,0.966721,right
0.194339,-0.224736,0.954843,right
0.935661,0.101653,-0.337941,right
0.936655,-0.064397,-0.344282,right
0.132130,-0.637056,0.759409,right
-0.039755,-0.862275,0.504877,right
0.096136,-0.989890,0.104287,right
0.089960,-0.995916,0.007601,right
0.188601,-0.979196,0.074870,right
0.277953,-0.953680,0.115049,right
0.096688,-0.370786,-0.923671,right
0.044331,-0.430918,-0.901302,right
0.064194,-0.529598,-0.845816,right
0.037143,-0.673806,-0.737974,right
0.111565,-0.632566,-0.766429,right
0.073263,-0.745687,-0.662256,right
0.108227,-0.817488,-0.565686,right
0.016601,-0.843258,-0.537253,right
0.770047,-0.536297,0.345562,right
0.078560,-0.124559,0.989097,right
0.019522,0.005767,0.999793,right
0.094914,-0.048326,0.994312,right
0.076845,0.011471,0.996977,right
0.144782,-0.131469,0.980691,right
0.179224,-0.058495,0.982068,right
0.165687,0.021454,0.985945,right
0.215211,-0.138594,0.966683,right
0.242068,-0.055270,0.968684,right
0.254392,0.021257,0.966867,right
0.306172,-0.134959,0.942361,right
0.316296,-0.053294,0.947162,right
0.318426,0.040321,0.947090,right
0.395639,-0.028443,0.917965,right
-0.047139,-0.114017,0.992360,right
-0.094007,-0.047112,0.994456,right
-0.153321,-0.031099,0.987687,right
-0.109009,-0.112787,0.987621,right
-0.174324,-0.099722,0.979626,right
-0.232156,-0.067697,0.970320,right
-0.194773,-0.157042,0.968195,right
-0.266603,-0.124545,0.955726,right
-0.313073,-0.167432,0.934854,right
-0.379656,-0.215437,0.899693,right
-0.395314,-0.103649,0.912679,right
-0.453926,-0.132716,0.881100,right
-0.576171,-0.100633,0.811111,right
-0.653101,-0.121378,0.747480,right
-0.513011,-0.170231,0.841333,right
-0.568438,-0.206574,0.796370,right
-0.557376,-0.320740,0.765805,right
-0.490146,-0.302917,0.817311,right
-0.441289,-0.266730,0.856807,right
-0.395328,-0.373563,0.839146,right
-0.456864,-0.396744,0.796159,right
-0.362532,-0.468357,0.805737,right
-0.302967,-0.436614,0.847100,right
-0.271288,-0.522748,0.808169,right
-0.208416,-0.483241,0.850318,right
-0.254402,-0.604889,0.754578,right
-0.307905,-0.637994,0.705804,right
-0.351034,-0.544663,0.761654,right
-0.418416,-0.569830,0.707263,right
-0.426139,-0.489081,0.761056,right
-0.492589,-0.505963,0.708066,right
-0.532522,-0.415560,0.737381,right
-0.595097,-0.421145,0.684468,right
-0.601974,-0.338194,0.723362,right
-0.656260,-0.346219,0.670414,right
-0.628797,-0.235940,0.740909,right
-0.675967,-0.244576,0.695163,right
-0.726975,-0.255274,0.637450,right
-0.717577,-0.333242,0.611582,right
-0.770334,-0.380873,0.511391,right
-0.714695,-0.400273,0.573578,right
-0.706445,-0.478958,0.521090,right
-0.639290,-0.497421,0.586413,right
-0.646590,-0.550174,0.528422,right
-0.577814,-0.570110,0.584043,right
-0.559316,-0.652100,0.511792,right
-0.477370,-0.658614,0.581675,right
-0.357595,-0.736069,0.574742,right
-0.231776,-0.795916,0.559283,right
-0.275462,-0.719986,0.636978,right
-0.158751,-0.768268,0.620130,right
-0.055573,-0.800905,0.596207,right
-0.125600,-0.833541,0.537991,right
0.751139,-0.626990,-0.206576,right
0.630574,-0.741931,-0.227848,right
0.437365,-0.743750,-0.505517,right
-0.649628,-0.416885,0.635760,right
-0.567663,-0.507396,0.648312,right
-0.488262,-0.570921,0.660037,right
-0.380605,-0.662704,0.644952,right
-0.322339,-0.810621,0.488867,right
-0.411902,-0.809238,0.418891,right
-0.496252,-0.789549,0.361033,right
-0.531179,-0.729720,0.430532,right
-0.593138,-0.710311,0.379007,right
-0.617614,-0.640040,0.457057,right
-0.691291,-0.612504,0.383347,right
-0.715938,-0.528417,0.456298,right
-0.768020,-0.507782,0.390261,right
-0.768152,-0.454874,0.450591,right
-0.811982,-0.427188,0.397738,right
-0.830417,-0.339773,0.441545,right
-0.856844,-0.382412,0.345802,right
-0.816311,-0.460279,0.348970,right
-0.748023,-0.567838,0.343543,right
-0.666134,-0.675044,0.317145,right
-0.577360,-0.759244,0.300339,right
-0.471119,-0.838809,0.272848,right
-0.384206,-0.859938,0.335995,right
-0.374548,-0.892779,0.250320,right
-0.553831,-0.803484,0.218368,right
-0.661519,-0.711505,0.236967,right
-0.741001,-0.620563,0.256553,right
-0.814072,-0.513388,0.271513,right
-0.870604,-0.404612,0.279888,right
-0.859476,-0.462805,0.217055,right
-0.795118,-0.572474,0.200154,right
-0.726767,-0.661588,0.184691,right
-0.628906,-0.756869,0.177840,right
-0.020878,-0.989626,0.142142,right
-0.020974,-0.998830,0.043579,right
-0.117081,-0.988066,0.100089,right
-0.231151,-0.971968,0.042993,right
-0.321847,-0.943324,0.080955,right
-0.432848,-0.901240,0.020216,right
-0.450346,-0.885592,0.113650,right
-0.530265,-0.846111,0.053995,right
-0.542995,-0.827271,0.144149,right
-0.619475,-0.779885,0.089608,right
-0.715314,-0.698033,0.032806,right
-0.721292,-0.682486,0.118112,right
-0.787510,-0.612845,0.065186,right
-0.793394,-0.592516,0.139464,right
-0.845549,-0.512582,0.149357,right
-0.849381,-0.519438,0.093466,right
-0.842474,-0.537808,0.031619,right
-0.891443,-0.438233,0.115244,right
-0.894523,-0.443201,0.058330,right
-0.888245,-0.459370,-0.000782,right
-0.887961,-0.455935,-0.060404,right
-0.890381,-0.436519,-0.129124,right
-0.845072,-0.508381,-0.165534,right
-0.839581,-0.532527,-0.107324,right
-0.835114,-0.548934,-0.035429,right
-0.776877,-0.624091,-0.083505,right
-0.774725,-0.615400,-0.145203,right
-0.710500,-0.701645,-0.053705,right
-0.697660,-0.706393,-0.119500,right
-0.616186,-0.770436,-0.163533,right
-0.619484,-0.779912,-0.089307,right
-0.622608,-0.782532,0.001257,right
-0.532421,-0.845643,-0.037635,right
-0.530309,-0.838320,-0.126458,right
-0.427974,-0.900548,-0.076492,right
-0.342828,-0.939228,-0.017885,right
-0.323539,-0.939011,-0.116541,right
-0.231066,-0.971248,-0.057321,right
-0.232265,-0.960717,-0.151910,right
-0.117364,-0.992870,-0.020853,right
-0.122010,-0.987990,-0.094814,right
-0.038330,-0.998434,-0.040751,right
-0.001125,-0.990239,-0.139378,right
-0.018236,-0.971016,-0.238319,right
-0.116223,-0.973494,-0.196984,right
-0.114821,-0.949689,-0.291389,right
-0.032560,-0.949923,-0.310783,right
-0.227419,-0.940129,-0.253845,right
-0.332152,-0.892119,-0.306266,right
-0.341133,-0.916192,-0.210288,right
-0.442624,-0.862943,-0.243747,right
-0.431706,-0.885942,-0.169521,right
-0.524845,-0.827241,-0.200526,right
-0.531884,-0.789881,-0.305266,right
-0.636962,-0.731355,-0.243718,right
-0.715459,-0.668880,-0.201787,right
-0.704064,-0.651862,-0.281727,right
-0.786224,-0.578124,-0.218231,right
-0.784802,-0.544491,-0.295999,right
-0.849792,-0.471183,-0.236306,right
-0.856896,-0.407864,-0.315240,right
-0.895494,-0.399922,-0.195326,right
-0.855976,-0.359239,-0.371824,right
-0.807414,-0.348563,-0.476011,right
-0.814122,-0.409431,-0.411790,right
-0.742010,-0.463852,-0.484006,right
-0.739688,-0.518764,-0.428656,right
-0.666653,-0.559548,-0.492422,right
-0.636328,-0.651635,-0.412866,right
-0.539763,-0.702629,-0.463647,right
-0.537439,-0.750106,-0.385357,right
-0.457648,-0.777619,-0.431123,right
-0.434495,-0.828727,-0.352741,right
-0.345895,-0.852545,-0.391820,right
-0.371689,-0.799344,-0.472119,right
-0.255523,-0.864120,-0.433595,right
-0.163314,-0.867843,-0.469231,right
-0.136880,-0.919731,-0.367912,right
-0.039078,-0.913599,-0.404733,right
-0.074927,-0.860289,-0.504271,right
-0.031894,-0.777913,-0.627561,right
-0.104159,-0.806723,-0.581678,right
-0.196786,-0.813169,-0.547751,right
-0.223460,-0.740515,-0.633800,right
-0.266798,-0.814930,-0.514498,right
-0.289259,-0.746555,-0.599153,right
-0.376607,-0.739544,-0.557890,right
-0.459905,-0.720056,-0.519622,right
-0.500960,-0.631317,-0.592012,right
-0.575366,-0.618524,-0.535147,right
-0.670451,-0.502983,-0.545439,right
-0.166344,-0.112861,-0.979588,right
-0.240284,-0.154804,-0.958279,right
-0.230819,-0.230171,-0.945380,right
-0.176635,-0.192585,-0.965252,right
-0.127215,-0.284333,-0.950248,right
-0.073905,-0.241462,-0.967592,right
-0.008476,-0.328084,-0.944610,right
-0.042142,-0.495109,-0.867808,right
-0.081945,-0.376513,-0.922780,right
-0.159395,-0.431914,-0.887718,right
-0.185100,-0.322759,-0.928205,right
-0.271295,-0.366492,-0.889990,right
-0.313631,-0.266713,-0.911318,right
-0.392618,-0.282256,-0.875319,right
-0.304176,-0.182949,-0.934883,right
-0.400245,-0.220267,-0.889543,right
-0.450243,-0.229650,-0.862868,right
-0.507471,-0.246737,-0.825587,right
-0.507992,-0.314008,-0.802087,right
-0.449393,-0.294793,-0.843293,right
-0.429700,-0.397144,-0.810946,right
-0.342138,-0.381850,-0.858564,right
-0.335009,-0.474822,-0.813826,right
-0.240541,-0.450550,-0.859736,right
-0.216476,-0.562193,-0.798171,right
-0.123928,-0.523671,-0.842858,right
-0.091929,-0.618318,-0.780533,right
-0.012256,-0.582402,-0.812809,right
-0.050457,-0.707526,-0.704883,right
-0.134169,-0.736890,-0.662564,right
-0.176347,-0.644601,-0.743903,right
-0.257944,-0.664958,-0.700925,right
-0.341505,-0.663058,-0.666129,right
-0.298018,-0.576860,-0.760538,right
-0.370976,-0.576413,-0.728097,right
-0.452519,-0.576091,-0.680696,right
-0.408294,-0.658174,-0.632537,right
-0.493948,-0.463387,-0.735723,right
-0.563154,-0.456695,-0.688685,right
-0.555437,-0.402135,-0.727857,right
-0.629708,-0.380639,-0.677187,right
-0.571466,-0.307642,-0.760778,right
-0.637715,-0.304639,-0.707471,right
-0.688607,-0.359482,-0.629756,right
-0.744223,-0.336260,-0.577115,right
-0.736715,-0.398039,-0.546641,right
-0.692384,-0.420442,-0.586372,right
-0.632114,-0.441921,-0.636505,right
-0.602308,-0.525704,-0.600717,right
-0.538207,-0.550687,-0.638025,right
-0.907916,-0.334746,-0.252259,right
-0.927318,-0.344195,-0.147004,right
-0.927016,-0.365247,-0.085065,right
-0.923576,-0.382286,-0.029423,right
-0.928429,-0.364902,0.069756,right
-0.935018,-0.334354,0.118103,right
-0.903745,-0.395444,0.163917,right
-0.913534,-0.345391,0.214852,right
-0.629174,-0.705399,-0.326425,right
-0.717526,-0.599615,-0.354427,right
-0.803018,-0.469946,-0.366487,right
0.172086,-0.969798,0.172856,right
-0.157196,-0.970818,0.181112,right
-0.256049,-0.956579,0.139267,right
-0.362605,-0.919807,0.149908,right
-0.465237,-0.863571,0.194422,right
-0.777728,-0.628600,-0.001047,right
-0.446345,-0.739772,0.503502,right
-0.225881,-0.909791,-0.348221,right
-0.925225,-0.378478,0.026723,right
-0.088954,-0.145442,-0.985360,right
-0.426054,-0.474992,-0.769974,right
-0.501050,-0.393689,-0.770687,right
